FAS_SRR5043294_NODE_1733_length_7933_cov_84.690331_g971_i1_2 FAS
FAS_SRR6201763_NODE_1008_length_7456_cov_7.259651_g518_i1_1 FAS
FAS_SRR6459618_NODE_54_length_7905_cov_263.900713_g19_i1_1 FAS
FAS_SRR6832922_NODE_518_length_10084_cov_895.683807_g28_i3_1 FAS
FAS_SRR6911229_NODE_33_length_9911_cov_27.594246_g12_i0_1 FAS
FAS_SRR6926337_NODE_6544_length_1865_cov_3.307269_g3738_i0_1 FAS
FAS_SRR7138063_NODE_2150_length_4142_cov_77.774249_g1257_i3_1 FAS
FAS_SRR7138063_NODE_3493_length_3467_cov_25.427150_g2048_i1_2 AFLP
FAS_SRR7160962_NODE_342_length_8117_cov_11.382003_g246_i0_1 FAS
FAS_SRR7369732_NODE_2005_length_8827_cov_256.233607_g902_i1_1 FAS
FAS_SRR7781178_NODE_375_length_7661_cov_67.663295_g221_i1_1 FAS
FAS_SRR7811718_NODE_606_length_8351_cov_1788.184827_g422_i0_2 FAS
FAS_SRR8080746_NODE_85_length_13636_cov_97.053749_g44_i0_1 FAS
FAS_SRR8282417_NODE_127_length_9880_cov_310.598861_g80_i0_2 FAS
FAS_SRR8286397_NODE_25_length_9103_cov_33.122982_g17_i0_2 FAS
FAS_SRR8485193_NODE_1590_length_6172_cov_42.309278_g587_i3_1 FAS
FAS_SRR8573942_NODE_17423_length_2254_cov_5.377350_g11650_i0_1 FAS
FAS_SRR8782947_NODE_11328_length_2214_cov_5.173672_g8585_i0_1 FAS
FLP_Clade4_SRR11909995_NODE_1548_length_5954_cov_10.998645_g1023_i0_2 AFLP
FLP_Clade5_SRR1505138_NODE_250_nrpspksdomains_ctg252_1_PKS_KS.1_ mollusk_PKS
FLP_DRR077433_NODE_6074_length_2820_cov_20.223746_g1742_i5_1 AFLP
FLP_SRR10527243_NODE_87_length_8387_cov_4.405853_g56_i0_3 AFLP
FLP_SRR10527251_NODE_75_length_8229_cov_20.150733_g53_i0_1 AFLP
FLP_SRR10527256_NODE_6863_length_1648_cov_4.051907_g4582_i0_1 AFLP
FLP_SRR10756828_NODE_4235_length_2891_cov_3.266293_g2801_i0_1 AFLP
FLP_SRR10802050_NODE_1201_length_7698_cov_72.301377_g813_i0_1 AFLP
FLP_SRR11015441_NODE_466_length_10189_cov_98.924674_g328_i0_1 mollusk_PKS
FLP_SRR11252435_NODE_2539_length_2462_cov_16.152853_g1526_i0_1 AFLP
FLP_SRR11811214_NODE_13333_length_2447_cov_11.023589_g8670_i0_1 AFLP
FLP_SRR11811227_NODE_119_length_7547_cov_173.789805_g71_i1_1 AFLP
FLP_SRR11909995_NODE_1548_length_5954_cov_10.998645_g1023_i0_2 AFLP
FLP_SRR1265867_NODE_713_length_6457_cov_244.098939_g490_i0_1 AFLP
FLP_SRR1505115_NODE_1214_length_5992_cov_79.412170_g760_i1_1 AFLP
FLP_SRR1505135_NODE_451_length_7516_cov_13.630414_g346_i0_1 AFLP
FLP_SRR1505138_NODE_250_length_9151_cov_132.594924_g190_i0_1 mollusk_PKS
FLP_SRR1505138_NODE_283_length_8920_cov_660.748281_g209_i0_2 mollusk_PKS
FLP_SRR15300633_NODE_582_length_10603_cov_86.925640_g242_i1_1 mollusk_PKS
FLP_SRR15300633_NODE_957_length_9628_cov_331.848963_g460_i2_2 mollusk_PKS
FLP_SRR1542609_NODE_2086_length_6165_cov_28.017495_g962_i1_2 AFLP
FLP_SRR1542642_NODE_17639_length_2520_cov_43.986645_g3154_i3_1 AFLP
FLP_SRR17649335_NODE_643_length_10378_cov_7.277955_g467_i0_1 AFLP
FLP_SRR17920676_NODE_30107_length_1342_cov_4.992908_g21142_i0_1 AFLP
FLP_SRR17920678_NODE_3040_length_8963_cov_30.844432_g2444_i0_1 AFLP
FLP_SRR18452366_NODE_30644_length_1721_cov_5.112651_g1129_i1_1 AFLP
FLP_SRR1920139_NODE_58_length_10132_cov_35.055902_g40_i0_1 mollusk_PKS
FLP_SRR1920139_NODE_69_length_9504_cov_247.242998_g51_i0_1 mollusk_PKS
FLP_SRR1924221_NODE_90_length_7924_cov_44.279279_g21_i1_1 mollusk_PKS
FLP_SRR2889752_NODE_3176_length_3840_cov_264.577561_g778_i1_1 AFLP
FLP_SRR2912833_NODE_89_length_7330_cov_46.534638_g74_i0_1 AFLP
FLP_SRR3218403_NODE_11217_length_2408_cov_4.217153_g6159_i0_1 AFLP
FLP_SRR3218403_NODE_4906_length_3590_cov_14.622711_g2686_i0_1 AFLP
FLP_SRR3218403_NODE_789_length_6797_cov_90.652901_g458_i0_1 AFLP
FLP_SRR3218403_NODE_8837_length_2726_cov_33.690875_g344_i1_1 AFLP
FLP_SRR3218404_NODE_1746_length_5166_cov_103.017951_g981_i1_1 AFLP
FLP_SRR3218405_NODE_838_length_6680_cov_35.577346_g494_i0_1 AFLP
FLP_SRR3218406_NODE_2630_length_4572_cov_142.312293_g735_i1_1 AFLP
FLP_SRR3218407_NODE_2102_length_5212_cov_7.085477_g1135_i1_1 AFLP
FLP_SRR3218407_NODE_5187_length_3629_cov_4.848384_g2806_i0_1 AFLP
FLP_SRR3218407_NODE_5304_length_3595_cov_4.454980_g2874_i0_1 AFLP
FLP_SRR3218407_NODE_884_length_6816_cov_54.991439_g92_i1_1 AFLP
FLP_SRR3218408_NODE_2137_length_5160_cov_186.324868_g637_i1_1 AFLP
FLP_SRR3218408_NODE_882_length_6780_cov_4.459119_g523_i0_1 AFLP
FLP_SRR3218409_NODE_2867_length_4539_cov_154.005113_g1560_i1_1 AFLP
FLP_SRR3218409_NODE_633_length_7237_cov_174.059200_g369_i1_2 AFLP
FLP_SRR3218409_NODE_779_length_6845_cov_43.810406_g444_i0_1 AFLP
FLP_SRR3218422_NODE_2164_length_5156_cov_226.258847_g1171_i1_1 AFLP
FLP_SRR3218422_NODE_577_length_7497_cov_8.280714_g359_i0_1 AFLP
FLP_SRR3218422_NODE_646_length_7316_cov_173.430653_g401_i0_1 AFLP
FLP_SRR3218422_NODE_666_length_7248_cov_207.920771_g411_i1_2 AFLP
FLP_SRR3218422_NODE_809_length_6903_cov_8.360391_g496_i0_1 AFLP
FLP_SRR3303622_NODE_423_length_10437_cov_26.247398_g253_i0_1 mollusk_PKS
FLP_SRR3303622_NODE_9550_length_4428_cov_95.611404_g14_i3_1 mollusk_PKS
FLP_SRR331897_NODE_197_length_6440_cov_8.240257_g129_i0_2 AFLP
FLP_SRR331897_NODE_224_length_6184_cov_27.515408_g142_i0_1 AFLP
FLP_SRR3358325_NODE_1501_length_9632_cov_41.976491_g826_i1_2 AFLP
FLP_SRR3714583_NODE_373_length_6881_cov_24.356704_g231_i1_1 AFLP
FLP_SRR3928151_NODE_1078_length_5979_cov_29.624452_g790_i0_1 AFLP
FLP_SRR3928172_NODE_2046_length_5949_cov_99.754237_g1136_i1_2 AFLP
FLP_SRR5043294_NODE_3983_length_6199_cov_58.886223_g2105_i0_1 AFLP
FLP_SRR5110533_NODE_29242_length_1556_cov_13.398806_g14090_i0_1 AFLP
FLP_SRR6201763_NODE_12162_length_3518_cov_3.640639_g5156_i0_1 AFLP
FLP_SRR6246216_NODE_3303_length_5873_cov_11.500000_g1034_i3_1 AFLP
FLP_SRR6459618_NODE_235_length_6382_cov_298.674562_g149_i0_1 AFLP
FLP_SRR6832922_NODE_778_length_9057_cov_16.695049_g424_i0_1 AFLP
FLP_SRR6911218_NODE_809_length_5256_cov_2.849643_g331_i0_1 AFLP
FLP_SRR7138063_NODE_2197_length_4113_cov_154.756644_g551_i3_1 AFLP
FLP_SRR7369732_NODE_7855_length_5426_cov_174.956286_g2662_i2_1 AFLP
FLP_SRR7781178_NODE_1007_length_6142_cov_12.101592_g598_i0_1 AFLP
FLP_SRR7811718_NODE_1580_length_6673_cov_707.799848_g975_i1_2 AFLP
FLP_SRR826781_NODE_371_length_5515_cov_17.778632_g232_i0_1 AFLP
FLP_SRR826781_NODE_387_length_5473_cov_40.398046_g238_i1_1 AFLP
FLP_SRR826781_NODE_430_length_5338_cov_256.291927_g269_i0_1 AFLP
FLP_SRR826781_NODE_487_length_5202_cov_253.639627_g309_i0_1 AFLP
FLP_SRR8286397_NODE_18_length_9432_cov_21.047380_g10_i3_1 AFLP
FLP_SRR830638_NODE_12029_length_1707_cov_3.036188_g8492_i0_1 AFLP
FLP_SRR830638_NODE_435_length_5088_cov_3.566184_g317_i0_1 AFLP
FLP_SRR830644_NODE_5558_length_2502_cov_437.975132_g2030_i1_1 AFLP
FLP_SRR830645_NODE_411_length_5877_cov_10.770762_g281_i0_1 AFLP
FLP_SRR8318345_NODE_14_length_5854_cov_2419.443868_g2_i0_2 AFLP
fungi_EWZ33944.1:15-446 fungal_PKS
fungi_KAF3067611.1:11-430 fungal_PKS
fungi_KFX95549.1:110-532 fungal_PKS
fungi_KFY00590.1:39-437 fungal_PKS
fungi_KFY30861.1:153-575 fungal_PKS
fungi_KFY87076.1:127-549 fungal_PKS
fungi_OBT41454.1:122-544 fungal_PKS
fungi_OBT66167.1:126-548 fungal_PKS
fungi_OBT78885.1:122-544 fungal_PKS
fungi_OBT91272.1:123-545 fungal_PKS
fungi_ORX86871.1:10-487 fungal_PKS
fungi_PKK43198.1:11-430 fungal_PKS
fungi_QYT03520.1:11-430 fungal_PKS
fungi_XP_018125445.1:122-544 fungal_PKS
fungi_XP_024326590.1:118-540 fungal_PKS
GAA39911.1 FASII
GAV03091.1 FASII
GFO07685.1 AFLP
GFO07685.1._nrpspksdomains_ctg16_1_PKS_KS.1_ AFLP
GFR74467.1 AFLP
GFR74467.1._nrpspksdomains_ctg17_1_PKS_KS.1_ AFLP
JAV37359.1 FASII
KAB1283602.1 FASII
KAF0766251.1 FASII
KAF2357551.1 FASII
KAF2983820.1 FASII
KAF7221603.1 FASII
KAG7236742.1 FASII
KAG8105887.1 FASII
KAG8516198.1 FASII
KAG9335655.1 FASII
KAI2653198.1 FASII
KAI6656606.1 FASII
KAI8434740.1 FASII
KFV46534.1 FASII
KHJ45395.1 FASII
KJH50562.1 FASII
KMQ85616.1 FASII
KQK85415.1 FASII
KRX22819.1 FASII
KRY38309.1 FASII
KRZ16924.1 FASII
KTG09586.1 FASII
KXJ21149.1 FASII
molluskpks_SRR11248244_NODE_468_length_9218_cov_47.824299_g381_i0_1 mollusk_PKS
molluskpks_SRR11248244_NODE_512_length_8952_cov_13.716500_g406_i1_1 mollusk_PKS
molluskpks_SRR11248244_NODE_527_length_8835_cov_27.560665_g425_i0_1 mollusk_PKS
molluskpks_SRR12357918_NODE_76970_length_1584_cov_5.236482_g26082_i0_1 mollusk_PKS
molluskpks_SRR12357918_NODE_939_length_8938_cov_88.136461_g350_i0_1 mollusk_PKS
molluskpks_SRR1505138_NODE_18171_length_1600_cov_3.743391_g11573_i0_1 mollusk_PKS
molluskpks_SRR1505138_NODE_230_length_9340_cov_11.020235_g174_i1_2 mollusk_PKS
molluskpks_SRR1505138_NODE_238_length_9267_cov_30.065307_g181_i0_1 mollusk_PKS
molluskpks_SRR1505138_NODE_407_length_8214_cov_348.978322_g195_i2_2 mollusk_PKS
molluskpks_SRR1542642_NODE_546_length_8515_cov_21.879046_g301_i1_1 mollusk_PKS
molluskpks_SRR17920662_NODE_17416_length_1194_cov_2.274755_g14681_i0_1 mollusk_PKS
molluskpks_SRR17920662_NODE_81_length_9525_cov_17.896953_g61_i0_1 mollusk_PKS
molluskpks_SRR18002372_NODE_2423_length_8650_cov_20.033112_g1603_i0_1 mollusk_PKS
molluskpks_SRR2175868_NODE_39514_length_1875_cov_22.778390_g1812_i7_1 mollusk_PKS
molluskpks_SRR331897_NODE_65_length_8481_cov_12.864531_g10_i4_1 mollusk_PKS
molluskpks_SRR3928151_NODE_9890_length_2201_cov_2.046933_g7004_i0_2 mollusk_PKS
molluskpks_SRR3928172_NODE_178_length_11343_cov_32.814149_g108_i1_1 mollusk_PKS
molluskpks_SRR3928172_NODE_23968_length_1423_cov_4.394469_g12658_i0_1 mollusk_PKS
molluskpks_SRR3928172_NODE_241_length_10415_cov_19.708759_g167_i0_1 mollusk_PKS
molluskpks_SRR3928172_NODE_250_length_10329_cov_11.325389_g174_i0_1 mollusk_PKS
molluskpks_SRR3928172_NODE_8893_length_3187_cov_11.751753_g230_i2_1 mollusk_PKS
molluskpks_SRR5043294_NODE_1310_length_8505_cov_19.479246_g256_i2_2 mollusk_PKS
molluskpks_SRR5043294_NODE_390_length_11013_cov_40.910238_g160_i2_1 mollusk_PKS
molluskpks_SRR5043294_NODE_871_length_9314_cov_19.362731_g431_i1_1 mollusk_PKS
molluskpks_SRR6201763_NODE_29793_length_2139_cov_17.113262_g1541_i9_2 mollusk_PKS
molluskpks_SRR6246216_NODE_562_length_8961_cov_266.505063_g187_i1_2 mollusk_PKS
molluskpks_SRR6414622_NODE_1853_length_7737_cov_6.425493_g770_i1_1 mollusk_PKS
molluskpks_SRR6414622_NODE_801_length_9331_cov_50.033572_g478_i0_2 mollusk_PKS
molluskpks_SRR7138063_NODE_367_length_6881_cov_832.927986_g213_i1_1 mollusk_PKS
molluskpks_SRR7811718_NODE_677_length_8146_cov_92.007804_g469_i0_2 mollusk_PKS
molluskpks_SRR8080746_NODE_45150_length_1867_cov_13.051839_g1520_i3_1 mollusk_PKS
molluskpks_SRR8286389_NODE_57_length_8188_cov_13.024240_g18_i3_1 mollusk_PKS
molluskpks_SRR830638_NODE_98_length_6524_cov_277.540849_g22_i2_1 mollusk_PKS
no-te-arthrofas_SRR12732903_NODE_63_nrpspksdomains_ctg1797_2_PKS_KS.1_ FAS
no-te-arthrofas_SRR1503124_NODE_57_nrpspksdomains_ctg3439_4_PKS_KS.1_ FAS
no-te-arthrofas_SRR15166997_NODE_798_nrpspksdomains_ctg3005_1_PKS_KS.1_ FAS
no-te-arthrofas_SRR1573502_NODE_1283_nrpspksdomains_ctg3104_3_PKS_KS.1_ FAS
no-te-arthrofas_SRR1798556_NODE_252_nrpspksdomains_ctg4222_2_PKS_KS.1_ FAS
no-te-arthrofas_SRR2496644_NODE_15_nrpspksdomains_ctg3147_1_PKS_KS.1_ FAS
no-te-arthrofas_SRR3170923_NODE_477_nrpspksdomains_ctg3316_2_PKS_KS.1_ FAS
no-te-arthrofas_SRR3232915_NODE_48_nrpspksdomains_ctg3446_1_PKS_KS.1_ FAS
no-te-arthrofas_SRR5134740_NODE_3_nrpspksdomains_ctg5572_1_PKS_KS.1_ FAS
no-te-arthrofas_SRR6767076_NODE_4_nrpspksdomains_ctg4613_1_PKS_KS.1_ FAS
no-te-arthrofas_SRR7943163_NODE_992_nrpspksdomains_ctg7442_1_PKS_KS.1_ FAS
no-te-arthrofas_SRR8419273_NODE_262_nrpspksdomains_ctg7638_1_PKS_KS.1_ FAS
no-te-arthrofas_SRR9611066_NODE_87_nrpspksdomains_ctg8405_1_PKS_KS.1_ FAS
NP_001069092.1 FASII
NP_001093978.1 FASII
NP_001138863.1 FASII
NP_001346811.1 FASII
NP_060367.1 FASII
NP_649565.1 FASII
OBS66480.1 FASII
OON13374.1 FASII
OUC41118.1 FASII
OWK00351.1 FASII
OXB68135.1 FASII
OXB77749.1 FASII
PAA52056.1 FASII
PAA52871.1 FASII
PAA57390.1 FASII
picked_FAS_ELT94375.1_Capitellateleta FAS
picked_FAS_GAU91939.1_Ramazzottiusvarieornatus FAS
picked_FAS_KRZ78179.1_Trichinellapapuae FAS
picked_FAS_NP_004095.4_Homosapiens FAS
picked_FAS_NP_492417.2_Caenorhabditiselegans FAS
picked_FAS_sp|P12276.5|FAS_CHICK FAS
picked_FAS_XP_002737768.1_Saccoglossuskowalevskii FAS
picked_FAS_XP_003217337.1_Anoliscarolinensis FAS
picked_FAS_XP_009305082.1_Daniorerio FAS
picked_FAS_XP_013390789.1_Lingulaanatina FAS
picked_FAS_XP_022801958.1fattyacidsynthaselike[Stylophorapistillata] FAS
picked_FAS_XP_030840197.1_Strongylocentrotuspurpuratus FAS
PIK60884.1 FASII
PIO64623.1 FASII
PIO66729.1 FASII
PRD18649.1 FASII
PRD18671.1 FASII
PRD31132.1 FASII
PRD35445.1 FASII
PRD36192.1 FASII
PRD36389.1 FASII
PRD39089.1 FASII
PRD39454.1 FASII
PRD39956.1 FASII
PZC81695.1 FASII
RMZ99559.1 FASII
RUS75295.1 AFLP
RUS77019.1 AFLP
sipho_genome_NODE_521 AFLP
slim_mode_KYR01951.1:6-429 amoeba_PKS
slim_mode_KYR01957.1:12-435 amoeba_PKS
slim_mode_KYR01977.1:8-431 amoeba_PKS
slim_mode_XP_001732964.1:14-443 amoeba_PKS
slim_mode_XP_001732967.1:11-448 amoeba_PKS
slim_mode_XP_001733001.1:8-437 amoeba_PKS
slim_mode_XP_003284026.1:7-441 amoeba_PKS
slim_mode_XP_003284755.1:12-435 amoeba_PKS
slim_mode_XP_003287121.1:12-426 amoeba_PKS
slim_mode_XP_003289055.1:17-440 amoeba_PKS
slim_mode_XP_003289056.1:17-436 amoeba_PKS
slim_mode_XP_003289149.1:12-435 amoeba_PKS
slim_mode_XP_003290862.1:9-427 amoeba_PKS
slim_mode_XP_003291288.1:15-444 amoeba_PKS
slim_mode_XP_003292561.1:13-435 amoeba_PKS
slim_mode_XP_003292562.1:13-435 amoeba_PKS
slim_mode_XP_003293655.1:17-440 amoeba_PKS
slim_mode_XP_003293656.1:17-440 amoeba_PKS
slim_mode_XP_628867.1:13-436 amoeba_PKS
slim_mode_XP_635303.1:16-444 amoeba_PKS
slim_mode_XP_635304.1:14-442 amoeba_PKS
slim_mode_XP_635490.1:12-441 amoeba_PKS
slim_mode_XP_635494.1:12-441 amoeba_PKS
slim_mode_XP_635580.1:31-463 amoeba_PKS
slim_mode_XP_635590.1:31-462 amoeba_PKS
slim_mode_XP_636757.1:13-433 amoeba_PKS
slim_mode_XP_645557.1:20-448 amoeba_PKS
SRR10527247_NODE_548_length_7111_cov_39.907533_g368_i0_1 AFLP
SRR10527247_NODE_559_length_7085_cov_15.206367_g375_i0_1 AFLP
SRR10527249_NODE_231_length_8130_cov_11.626160_g166_i0_1 AFLP
SRR10527249_NODE_351_nrpspksdomains_ctg826_1_PKS_KS.1_ AFLP
SRR10527249_NODE_486_length_6925_cov_16.656195_g331_i0_1 AFLP
SRR10527251_NODE_75_nrpspksdomains_ctg834_1_PKS_KS.1_ AFLP
SRR10527258_NODE_1773_length_3720_cov_7.055571_g1132_i0_1 AFLP
SRR11811203_NODE_14666_length_1900_cov_13.139573_g10814_i0_1 AFLP
SRR11811203_NODE_305_length_8275_cov_60.537796_g212_i0_1 AFLP
SRR11811204_NODE_145_length_7643_cov_173.398151_g57_i1_1 AFLP
SRR11811213_NODE_2887_length_4566_cov_5.377699_g1658_i0_1 AFLP
SRR11811213_NODE_3578_length_4264_cov_5.447864_g1658_i1_1 AFLP
SRR11811214_NODE_13333_length_2447_cov_11.023589_g8670_i0_1 AFLP
SRR11811221_NODE_5400_length_1587_cov_7.021136_g3912_i0_1 AFLP
SRR11811227_NODE_116_length_7576_cov_180.658003_g71_i0_1 AFLP
SRR11811227_NODE_182_length_6890_cov_46.160188_g119_i0_1 AFLP
SRR1505107_NODE_148_length_7460_cov_18.835650_g99_i0_1 AFLP
SRR1505107_NODE_149_nrpspksdomains_ctg1301_1_PKS_KS.1_ AFLP
SRR1505107_NODE_426_length_5817_cov_27.128641_g276_i0_1 AFLP
SRR1505107_NODE_489_length_5634_cov_200.424351_g320_i0_1 AFLP
SRR1505107_NODE_549_length_5399_cov_149.659252_g356_i0_1 AFLP
SRR1505107_NODE_556_length_5376_cov_106.901633_g359_i0_1 AFLP
SRR1505107_NODE_590_length_5302_cov_136.763373_g359_i1_2 AFLP
SRR1505111_NODE_274_length_7257_cov_93.940866_g208_i0_1 AFLP
SRR1505135_NODE_23538_length_1273_cov_2.210873_g16355_i0_1 AFLP
SRR1505137_NODE_738_length_7252_cov_6.662078_g532_i0_2 AFLP
SRR1582562_NODE_850_nrpspksdomains_ctg213_2_PKS_KS.1_ AFLP
SRR1582563_NODE_190_nrpspksdomains_ctg224_3_PKS_KS.1_ AFLP
SRR1582569_NODE_12501_nrpspksdomains_ctg317_1_PKS_KS.1_ AFLP
SRR17649334_NODE_1515_length_8091_cov_42.368192_g1018_i0_1 AFLP
SRR17920651_NODE_759_length_7952_cov_9.197360_g576_i0_2 AFLP
SRR17920651_NODE_759_nrpspksdomains_ctg283_2_PKS_KS.1_ AFLP
SRR17920653_NODE_1616_length_8041_cov_68.274473_g844_i0_1 AFLP
SRR17920653_NODE_1616_nrpspksdomains_ctg289_1_PKS_KS.1_ AFLP
SRR17920653_NODE_17683_length_3666_cov_18.906763_g1091_i2_1 AFLP
SRR17920653_NODE_2137_nrpspksdomains_ctg1547_1_PKS_KS.1_ AFLP
SRR17920662_NODE_114_length_8807_cov_27.609114_g85_i0_2 AFLP
SRR17920666_NODE_17711_length_2027_cov_36.287615_g1063_i6_1 AFLP
